date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
09-11-2010,1112.25,1120.5,1097.25,1108.55,1108.55,3522480,-0.097222222,-21,216
10-11-2010,1106.7,1116.9,1099.2,1102.2,1102.2,2719925,-0.09009009,-20,222
11-11-2010,1106,1111.8,1076,1079.9,1079.9,2900734,-0.086486486,-16,185
12-11-2010,1080.15,1087.4,1057,1061.85,1061.85,4373231,-0.050980392,-13,255
15-11-2010,1067.1,1067.9,1038.2,1054.7,1054.7,3676745,-0.036423841,-11,302
16-11-2010,1059,1059,1026.55,1030.5,1030.5,4533561,-0.066350711,-14,211
18-11-2010,1049.8,1049.8,1014,1032.95,1032.95,5206393,-0.051282051,-8,156
19-11-2010,1036,1036,987.1,996.25,996.25,5674916,-0.085427136,-17,199
22-11-2010,1003.5,1016.45,997.2,1012.25,1012.25,4333195,-0.058823529,-11,187
23-11-2010,1004.65,1005,975,995.6,995.6,7569264,-0.023041475,-5,217
24-11-2010,999,1017.8,986.05,996.05,996.05,4503970,-0.082236842,-25,304
25-11-2010,1002,1003,973,979.5,979.5,6654697,-0.004405286,-1,227
26-11-2010,985,990.4,958.3,962.35,962.35,7003643,-0.05106383,-12,235
29-11-2010,969.5,1002.45,962.4,998.4,998.4,5350926,-0.012820513,-4,312
30-11-2010,999.8,1008.7,981.1,985.6,985.6,6968054,0.007113821,7,984
01-12-2010,985,997.4,983.05,988.8,988.8,4280638,0.036697248,16,436
02-12-2010,999,1013.45,995.05,1011.15,1011.15,5676667,0.034285714,12,350
03-12-2010,1014,1024,998,1005.9,1005.9,4489664,-0.031690141,-9,284
06-12-2010,1015.85,1030,1013,1020.15,1020.15,4066554,-0.034482759,-10,290
07-12-2010,1020,1039.7,1020,1030.75,1030.75,5119800,-0.053763441,-15,279
08-12-2010,1024.9,1027.75,1011.15,1020.55,1020.55,3885305,0.009852217,4,406
09-12-2010,1024.55,1033.85,978.75,984.5,984.5,7249786,-0.017910448,-6,335
10-12-2010,986.8,1030,979.35,1023.9,1023.9,6064152,0.017191977,6,349
13-12-2010,1024.05,1046,1010,1041.75,1041.75,3848074,0.015364917,12,781
14-12-2010,1043,1060,1042,1055.25,1055.25,4590209,0.007425743,6,808
15-12-2010,1054,1064,1036,1053.9,1053.9,4899915,-0.049261084,-20,406
16-12-2010,1057.7,1060,1040.05,1056.85,1056.85,3550077,0.066753927,51,764
20-12-2010,1045,1068,1044.6,1056.75,1056.75,3624895,-0.024604569,-14,569
21-12-2010,1059.9,1074.9,1058.25,1073.15,1073.15,3677847,-0.113157895,-43,380
22-12-2010,1072.8,1075,1048.35,1056.05,1056.05,3458953,-0.047058824,-20,425
23-12-2010,1057.8,1064.7,1050.5,1059.4,1059.4,3335014,-0.061007958,-23,377
24-12-2010,1053,1064.5,1050,1059.7,1059.7,2160796,-0.106666667,-32,300
27-12-2010,1058.3,1068.8,1051.15,1055.25,1055.25,1321679,-0.006734007,-2,297
28-12-2010,1056.3,1059.7,1042.25,1047.9,1047.9,2024641,-0.019379845,-5,258
29-12-2010,1048.3,1055,1046.3,1048.6,1048.6,2556591,-0.027874564,-8,287
30-12-2010,1052.4,1055.75,1046.25,1051.2,1051.2,3328572,-0.065714286,-23,350
31-12-2010,1058.05,1066.5,1053.2,1058.7,1058.7,2279759,-0.062015504,-16,258
03-01-2011,1065,1066.5,1052.6,1055.6,1055.6,2379838,0.040983607,20,488
04-01-2011,1060,1079.9,1057.3,1077.1,1077.1,5033831,0.043373494,18,415
05-01-2011,1080,1090,1070,1075.8,1075.8,5930189,-0.032921811,-8,243
06-01-2011,1078,1091.4,1074.55,1085.6,1085.6,4974697,0.014005602,5,357
07-01-2011,1081.3,1087.75,1058,1065.4,1065.4,4085949,-0.04,-17,425
10-01-2011,1065.4,1070.45,1021.2,1033.45,1033.45,4223855,-0.007915567,-6,758
11-01-2011,1040,1048.7,998.6,1013.75,1013.75,4833870,0.019635344,14,713
12-01-2011,1020.65,1035.65,1003,1030.8,1030.8,5301987,-0.053278689,-26,488
13-01-2011,1030,1039.15,1011.1,1015.35,1015.35,5562896,-0.079457364,-41,516
14-01-2011,1014.05,1029.8,998,1001.5,1001.5,4368638,0.015763547,16,1015
17-01-2011,1003,1008,992.05,997.9,997.9,3210798,-0.046232877,-27,584
18-01-2011,1004.85,1008,990,994.85,994.85,3399381,-0.016260163,-8,492
19-01-2011,999.6,1005,975,980.15,980.15,5369775,-0.075987842,-25,329
20-01-2011,977.6,977.6,954.55,969.85,969.85,9450384,-0.068027211,-30,441
21-01-2011,975,992.5,973,986.8,986.8,4463927,-0.054495913,-20,367
24-01-2011,995.1,995.9,964.1,971.6,971.6,5084310,-0.047619048,-17,357
25-01-2011,977.1,984.95,956.25,958.5,958.5,4646080,-0.026369168,-13,493
27-01-2011,966,967.4,940,942.7,942.7,6424365,-0.072916667,-35,480
28-01-2011,945,945.9,902,913,913,7738844,-0.014531044,-11,757
31-01-2011,908.85,928.85,903.1,919.3,919.3,5790572,-0.041522491,-72,1734
01-02-2011,925.1,927.7,888.55,895.5,895.5,8663045,-0.050997783,-69,1353
02-02-2011,910,927.9,907.3,921.3,921.3,6506784,0.013157895,10,760
03-02-2011,928,947.5,915,943.9,943.9,3896824,-0.024074074,-13,540
04-02-2011,947.4,947.4,913.15,920,920,4735179,0.009070295,4,441
07-02-2011,925.7,938.8,914.4,929.05,929.05,3334195,-0.051724138,-18,348
08-02-2011,935.7,935.7,911.25,915.25,915.25,4499736,-0.063432836,-17,268
09-02-2011,908.4,937.2,903.65,914.3,914.3,8738283,-0.090666667,-34,375
10-02-2011,912.5,920.8,885.1,899.65,899.65,6479831,0.018442623,9,488
11-02-2011,899.95,915,888.05,909.95,909.95,4574486,-0.072289157,-24,332
14-02-2011,906.1,918.25,894.1,914.8,914.8,6890857,-0.080851064,-38,470
15-02-2011,914.4,944.8,911.3,941.7,941.7,6232645,-0.052369077,-21,401
16-02-2011,938.3,950.8,938.1,944.15,944.15,2523913,-0.060773481,-22,362
17-02-2011,947.85,955.45,936.25,953.95,953.95,3221065,-0.059405941,-18,303
18-02-2011,956.05,963,932,935.55,935.55,3599714,-0.035598706,-11,309
21-02-2011,936.1,960.9,934.2,956.35,956.35,5858555,-0.029023747,-11,379
22-02-2011,992,1009.4,979.25,984.85,984.85,20326289,-0.118243243,-35,296
23-02-2011,986.4,1002.3,985,995.65,995.65,7128252,-0.107305936,-47,438
24-02-2011,996,998.6,958.35,964.2,964.2,7521221,-0.035714286,-16,448
25-02-2011,980.7,982.25,954.55,966.25,966.25,3451930,-0.007263923,-3,413
28-02-2011,970.2,994.3,960,964.25,964.25,5140248,-0.065830721,-21,319
01-03-2011,973.7,992.7,967.2,988.85,988.85,2885282,-0.026128266,-11,421
03-03-2011,975.2,985,968.1,977.4,977.4,4461643,-0.105849582,-38,359
04-03-2011,984.65,994.8,978.1,982.2,982.2,3524743,-0.064285714,-18,280
07-03-2011,974.1,983.3,964,977.05,977.05,2702156,-0.077205882,-21,272
08-03-2011,978,992.4,978,984.95,984.95,2756185,-0.091254753,-24,263
09-03-2011,988.7,1004.4,968.1,993.85,993.85,7422840,-0.068669528,-16,233
10-03-2011,992.7,993,982,984.75,984.75,2252418,-0.087349398,-29,332
11-03-2011,978.8,994.9,972.15,992.05,992.05,3428848,-0.087136929,-21,241
14-03-2011,992.95,1020.75,992.25,1018.35,1018.35,6585771,-0.061946903,-21,339
15-03-2011,997.95,1049.6,988.9,1037.25,1037.25,12902924,-0.096875,-31,320
16-03-2011,1045,1055,1038.1,1047.1,1047.1,4709984,-0.115702479,-28,242
17-03-2011,1039.3,1048.8,1028,1030.85,1030.85,2830269,-0.152249135,-44,289
18-03-2011,1035,1035,986.6,993,993,9258050,-0.097014925,-26,268
21-03-2011,999.05,1000,981.1,990.3,990.3,3553732,-0.035031847,-11,314
22-03-2011,993.05,1004.9,992.15,999.65,999.65,2238646,-0.050632911,-12,237
23-03-2011,999.85,1016.65,995.8,1013.25,1013.25,2610417,-0.153005464,-28,183
24-03-2011,1015.9,1021.95,1003.85,1010.3,1010.3,2567887,-0.150485437,-31,206
25-03-2011,1023.9,1029.95,1010,1026.6,1026.6,3518453,-0.072519084,-19,262
28-03-2011,1026.25,1036.35,1014.3,1025.7,1025.7,4361259,-0.111464968,-35,314
29-03-2011,1020,1032,1019.6,1022.75,1022.75,4137811,-0.029739777,-8,269
30-03-2011,1027.5,1037.5,1024.1,1032.5,1032.5,2801842,-0.069105691,-17,246
31-03-2011,1034.5,1054.9,1034.5,1049.1,1049.1,7201048,-0.077253219,-18,233
01-04-2011,1049.05,1065.9,1031,1036.4,1036.4,4291094,-0.017595308,-6,341
04-04-2011,1040,1054.8,1029,1050.65,1050.65,2997121,-0.022792023,-8,351
05-04-2011,1052.5,1059,1040,1047.65,1047.65,2458823,-0.010344828,-3,290
06-04-2011,1045,1054.25,1040,1044.85,1044.85,2076283,-0.031620553,-8,253
07-04-2011,1045.05,1047.55,1035.1,1041.9,1041.9,2323242,-0.027777778,-6,216
08-04-2011,1042,1050.9,1020.65,1023.9,1023.9,2742024,-0.005830904,-2,343
11-04-2011,1013,1019.45,1003.65,1005.3,1005.3,2582208,-0.055276382,-11,199
13-04-2011,1001.85,1024,996.6,1021.8,1021.8,4369725,-0.038235294,-13,340
15-04-2011,1018.65,1024.85,1005,1020.95,1020.95,3240001,-0.101123596,-18,178
18-04-2011,1019.2,1044.7,1000.6,1009.15,1009.15,3381601,-0.055921053,-17,304
19-04-2011,1004.7,1017.45,998.75,1011.65,1011.65,2748246,-0.085365854,-28,328
20-04-2011,1016,1030.5,1008.2,1025.9,1025.9,2357930,-0.133956386,-43,321
21-04-2011,1034.8,1044.2,1030,1040.6,1040.6,3413753,-0.116129032,-54,465
25-04-2011,1014,1021,1005.15,1009.35,1009.35,4146270,-0.083870968,-26,310
26-04-2011,1009,1009,997.55,1001.15,1001.15,4035044,-0.11627907,-30,258
27-04-2011,1005,1009.1,980.1,986.1,986.1,5648346,-0.075601375,-22,291
28-04-2011,992,993,970,972.4,972.4,8163236,-0.094462541,-29,307
29-04-2011,975,988,971.3,983.75,983.75,3414200,-0.127020785,-55,433
02-05-2011,983.9,986.8,961.3,964.75,964.75,3110913,-0.061617458,-48,779
03-05-2011,965.1,967.4,941.05,943.9,943.9,5035348,-0.099540582,-65,653
04-05-2011,945,956.75,940,947.65,947.65,2667162,-0.080614203,-42,521
05-05-2011,945,963.55,943.65,949.95,949.95,4476339,-0.203184411,-855,4208
06-05-2011,953,960,949.1,955.05,955.05,2952486,-0.184618222,-1001,5422
09-05-2011,960,966.05,951.4,959.3,959.3,1831616,-0.155234657,-215,1385
10-05-2011,959.3,963.9,946.55,950.75,950.75,1861439,-0.172259508,-154,894
11-05-2011,954,958.4,943.5,955.45,955.45,1873699,-0.119153675,-107,898
12-05-2011,951.5,954.75,941,945.5,945.5,2107305,-0.081096849,-139,1714
13-05-2011,945.25,962,937.95,948,948,3178684,-0.057106599,-45,788
16-05-2011,950,951.4,941.55,945,945,1601945,-0.030757098,-39,1268
17-05-2011,945.65,946.8,917.25,920.65,920.65,3973699,-0.005628518,-6,1066
18-05-2011,920,923.85,898.35,901.85,901.85,5672247,-0.123966942,-120,968
19-05-2011,908.4,922,904.75,915.5,915.5,4131089,-0.155299056,-148,953
20-05-2011,918.45,925.8,910.3,923.2,923.2,3171245,-0.150877193,-86,570
23-05-2011,919,922,903.3,909.4,909.4,3391416,-0.125748503,-63,501
24-05-2011,906,920.9,906,915.75,915.75,2538967,-0.099796334,-49,491
25-05-2011,914.1,914.1,901,906,906,2997245,-0.06768559,-31,458
26-05-2011,912.6,936.85,911.1,933.85,933.85,6857905,-0.076212471,-33,433
27-05-2011,934.1,952.9,934.1,945.45,945.45,3459497,-0.141414141,-56,396
30-05-2011,948.95,953,934.25,938.85,938.85,1729109,-0.060941828,-22,361
31-05-2011,945,955.9,937.3,951.85,951.85,3219213,-0.078078078,-26,333
01-06-2011,952,958.65,943.65,946.8,946.8,1838452,-0.168316832,-68,404
02-06-2011,936.55,954.7,936.55,951.05,951.05,2152963,-0.221590909,-78,352
03-06-2011,960.5,967,931.5,934.6,934.6,4368279,-0.093439364,-47,503
06-06-2011,934.65,940.8,928.15,937.75,937.75,1405741,-0.14953271,-48,321
07-06-2011,933.55,960,933.55,958.25,958.25,4025919,-0.14057508,-44,313
08-06-2011,955.25,955.95,943.95,949.2,949.2,3247038,-0.114583333,-33,288
09-06-2011,947.5,957.85,947,954,954,2092020,-0.141552511,-31,219
10-06-2011,955.1,956,932.05,944.5,944.5,2530136,-0.145762712,-43,295
13-06-2011,943.25,943.25,921,925.6,925.6,2954066,-0.177966102,-42,236
14-06-2011,925.3,931.75,910,911.35,911.35,4335560,-0.071005917,-24,338
15-06-2011,912,918.9,898.6,900.55,900.55,4607486,-0.126279863,-37,293
16-06-2011,901,901,884.1,887.55,887.55,5707528,-0.086757991,-19,219
17-06-2011,891.3,893.3,865.2,868.75,868.75,5035618,-0.202941176,-69,340
20-06-2011,875,875,828.1,833.25,833.25,6926078,-0.182662539,-59,323
21-06-2011,839.9,855,837.3,848.65,848.65,3980489,-0.088161209,-35,397
22-06-2011,853.35,858.15,834.15,845.8,845.8,4596259,-0.088145897,-29,329
23-06-2011,846.55,872.7,845.9,870.5,870.5,4734842,-0.130597015,-35,268
24-06-2011,874.15,879.7,855.6,871.4,871.4,7239303,-0.12962963,-42,324
27-06-2011,866.7,881.8,861.85,871.55,871.55,3280025,-0.050675676,-15,296
28-06-2011,878.9,878.9,862,871.1,871.1,2336039,-0.099415205,-34,342
29-06-2011,875.7,888,872.1,885.25,885.25,2841435,-0.054285714,-19,350
30-06-2011,888.7,902,887,898.5,898.5,4970476,0,0,258
01-07-2011,907,907,856.7,861.95,861.95,6555284,-0.005208333,-1,192
04-07-2011,874.4,879.4,865,868.4,868.4,3771511,0.02247191,6,267
05-07-2011,869.3,869.3,844,845.95,845.95,7727430,-0.100456621,-22,219
06-07-2011,848.85,858.5,840.7,852.9,852.9,6143838,-0.042801556,-11,257
07-07-2011,858,874.9,855.25,870.7,870.7,4603204,-0.051162791,-11,215
08-07-2011,873,874,852,854.85,854.85,4785969,-0.091269841,-23,252
11-07-2011,854,859.95,847,853.3,853.3,2194126,0.006741573,3,445
12-07-2011,847.5,857.4,845.7,847.75,847.75,2986757,-0.089605735,-25,279
13-07-2011,853.05,869.7,851.1,865.45,865.45,3892719,-0.09375,-18,192
14-07-2011,863.3,877.9,859.35,867.55,867.55,3043021,-0.112612613,-25,222
15-07-2011,867.7,876,865,873.2,873.2,2332976,0.017142857,6,350
18-07-2011,871.9,873.9,864.2,867.6,867.6,1504709,-0.048689139,-13,267
19-07-2011,867.5,881.4,866,879.45,879.45,2245330,-0.051401869,-11,214
20-07-2011,886,886.8,868.8,876.2,876.2,2555594,-0.094594595,-28,296
21-07-2011,875.95,875.95,857.55,860.85,860.85,1802647,-0.122171946,-27,221
22-07-2011,866,877,862.5,873.35,873.35,3498193,-0.016,-4,250
25-07-2011,892,892,879.15,882.85,882.85,5007164,-0.017482517,-5,286
26-07-2011,888.25,890.15,869.4,871.5,871.5,4677273,-0.064981949,-18,277
27-07-2011,875,875,859.15,860.85,860.85,3126064,-0.070539419,-17,241
28-07-2011,855,855,833.4,837.35,837.35,7154511,-0.089393939,-59,660
29-07-2011,840,847.25,823.15,827.95,827.95,4890181,-0.242612943,-1987,8190
01-08-2011,838,838,821.35,830.85,830.85,3255486,-0.244598517,-3034,12404
02-08-2011,827.55,838.9,818.5,837.3,837.3,3787775,-0.229508197,-1106,4819
