date,Open,High,Low,Close,Adj Close,Volume,P_mean,P_sum,twt_count
09-07-2013,1495.3,1521.75,1495.3,1504.9,1504.9,548663,-0.080701754,-23,285
10-07-2013,1510,1526.8,1498,1511.95,1511.95,661312,-0.031690141,-9,284
11-07-2013,1520,1570,1520,1564.55,1564.55,1167637,-0.174840085,-82,469
12-07-2013,1595,1624.8,1579.3,1609.85,1609.85,1625768,-0.136253041,-56,411
15-07-2013,1601.1,1647.3,1599.3,1641.75,1641.75,1030285,-0.043589744,-17,390
16-07-2013,1625,1666.35,1617.6,1649.35,1649.35,1112493,-0.025735294,-7,272
17-07-2013,1645.05,1684.95,1645.05,1678.5,1678.5,1499625,-0.079439252,-17,214
18-07-2013,1680,1692.3,1644,1660.4,1660.4,1722766,-0.058823529,-16,272
19-07-2013,1719,1759,1700,1742.8,1742.8,4275402,-0.051643192,-11,213
22-07-2013,1741,1758.8,1728.3,1746.5,1746.5,1487386,-0.004201681,-1,238
23-07-2013,1748,1780.45,1743.6,1749.8,1749.8,823251,-0.011235955,-6,534
24-07-2013,1748.5,1792,1745,1782.8,1782.8,1090822,-0.063241107,-16,253
25-07-2013,1780,1810,1766.7,1795.75,1795.75,2044404,-0.061643836,-18,292
26-07-2013,1795,1798.95,1750.1,1774.5,1774.5,1189532,-0.109170306,-25,229
29-07-2013,1758,1794.6,1757.25,1779.2,1779.2,887131,-0.042328042,-16,378
30-07-2013,1780,1804.95,1775.45,1792.3,1792.3,1308742,-0.089494163,-23,257
31-07-2013,1790,1831.5,1789.45,1815.5,1815.5,1413375,-0.002659574,-1,376
01-08-2013,1810.05,1834.8,1790,1815.4,1815.4,1070589,-0.038348083,-13,339
02-08-2013,1819.7,1849.9,1816.7,1845.85,1845.85,923427,-0.052173913,-18,345
05-08-2013,1840,1877.4,1840,1867.2,1867.2,1177592,-0.002985075,-1,335
06-08-2013,1873,1881.95,1864.65,1870.1,1870.1,1152645,-0.04743083,-12,253
07-08-2013,1874,1890.9,1813.45,1822.7,1822.7,1347490,-0.015296367,-8,523
08-08-2013,1805.1,1856.15,1783.7,1845.4,1845.4,1079314,0.01758794,7,398
12-08-2013,1841,1841,1808.15,1814,1814,1038787,-0.043103448,-15,348
13-08-2013,1820.2,1844.85,1809.95,1819.8,1819.8,1084148,-0.093567251,-32,342
14-08-2013,1824.5,1858,1802,1833.5,1833.5,1651034,-0.054421769,-16,294
16-08-2013,1824.2,1830,1755.55,1780.9,1780.9,1389965,-0.040955631,-12,293
